"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835384","9.2.1.2","41","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835385","9.2.1.3","23100","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835386","9.2.1.4","13","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835387","9.2.1.5","19600","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835388","9.2.2.1","49","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835389","9.2.2.2","40","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835390","9.2.2.3","22000","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835391","9.2.2.4","10","E","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835392","9.2.2.5","18400","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835393","9.2.3.1","27","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835394","9.2.3.2","11","E","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835395","9.2.3.3","11100","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835396","9.2.3.4","31","","","","0"
"2000","Saskatchewan","2016A000247","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835397","9.2.3.5","10600","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835398","9.3.1.1","42","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835399","9.3.1.2","35","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835400","9.3.1.3","21400","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835401","9.3.1.4","33","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835402","9.3.1.5","20400","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835403","9.3.2.1","32","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835404","9.3.2.2","37","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835405","9.3.2.3","21100","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835406","9.3.2.4","32","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835407","9.3.2.5","18500","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835408","9.3.3.1","18","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835409","9.3.3.2","","F","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835410","9.3.3.3","11900","E","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835411","9.3.3.4","42","","","","0"
"2000","Saskatchewan","2016A000247","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835412","9.3.3.5","15300","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835413","9.4.1.1","41","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835414","9.4.1.2","68","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835415","9.4.1.3","37900","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835416","9.4.1.4","","x","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835417","9.4.1.5","34700","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835418","9.4.2.1","37","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835419","9.4.2.2","55","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835420","9.4.2.3","28200","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835421","9.4.2.4","42","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835422","9.4.2.5","23600","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835423","9.4.3.1","26","E","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835424","9.4.3.2","","x","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835425","9.4.3.3","20300","","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835426","9.4.3.4","","x","","","0"
"2000","Saskatchewan","2016A000247","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835427","9.4.3.5","19700","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835428","10.1.1.1","54","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835429","10.1.1.2","8","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835430","10.1.1.3","11200","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835431","10.1.1.4","22","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835432","10.1.1.5","8900","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835433","10.1.2.1","41","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835434","10.1.2.2","6","E","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835435","10.1.2.3","10700","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835436","10.1.2.4","17","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835437","10.1.2.5","8400","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835438","10.1.3.1","23","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835439","10.1.3.2","","F","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835440","10.1.3.3","6800","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835441","10.1.3.4","39","","","","0"
"2000","Alberta","2016A000248","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835442","10.1.3.5","6200","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835443","10.2.1.1","62","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835444","10.2.1.2","31","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835445","10.2.1.3","19300","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835446","10.2.1.4","24","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835447","10.2.1.5","15800","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835448","10.2.2.1","53","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835449","10.2.2.2","30","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835450","10.2.2.3","18200","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835451","10.2.2.4","23","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835452","10.2.2.5","14600","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835453","10.2.3.1","23","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835454","10.2.3.2","8","E","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835455","10.2.3.3","9800","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835456","10.2.3.4","37","","","","0"
"2000","Alberta","2016A000248","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835457","10.2.3.5","10300","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835458","10.3.1.1","34","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835459","10.3.1.2","30","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835460","10.3.1.3","19300","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835461","10.3.1.4","33","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835462","10.3.1.5","16200","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835463","10.3.2.1","25","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835464","10.3.2.2","30","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835465","10.3.2.3","19300","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835466","10.3.2.4","27","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835467","10.3.2.5","15800","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835468","10.3.3.1","15","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835469","10.3.3.2","13","E","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835470","10.3.3.3","11700","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835471","10.3.3.4","52","","","","0"
"2000","Alberta","2016A000248","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835472","10.3.3.5","11900","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835473","10.4.1.1","31","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835474","10.4.1.2","22","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835475","10.4.1.3","16800","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835476","10.4.1.4","33","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835477","10.4.1.5","14200","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835478","10.4.2.1","19","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835479","10.4.2.2","22","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835480","10.4.2.3","15900","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835481","10.4.2.4","28","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835482","10.4.2.5","12600","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835483","10.4.3.1","17","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835484","10.4.3.2","11","E","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835485","10.4.3.3","12900","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835486","10.4.3.4","41","","","","0"
"2000","Alberta","2016A000248","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835487","10.4.3.5","12100","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835488","11.1.1.1","45","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835489","11.1.1.2","9","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835490","11.1.1.3","10900","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835491","11.1.1.4","23","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835492","11.1.1.5","9900","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835493","11.1.2.1","38","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835494","11.1.2.2","6","E","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835495","11.1.2.3","10500","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835496","11.1.2.4","19","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835497","11.1.2.5","9100","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835498","11.1.3.1","15","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835499","11.1.3.2","","F","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835500","11.1.3.3","5800","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835501","11.1.3.4","43","","","","0"
"2000","British Columbia","2016A000259","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835502","11.1.3.5","6800","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835503","11.2.1.1","50","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835504","11.2.1.2","33","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835505","11.2.1.3","20700","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835506","11.2.1.4","24","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835507","11.2.1.5","17600","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835508","11.2.2.1","43","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835509","11.2.2.2","33","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835510","11.2.2.3","20300","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835511","11.2.2.4","20","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835512","11.2.2.5","17200","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835513","11.2.3.1","18","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835514","11.2.3.2","","F","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835515","11.2.3.3","8600","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835516","11.2.3.4","48","","","","0"
"2000","British Columbia","2016A000259","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835517","11.2.3.5","8200","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835518","11.3.1.1","36","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835519","11.3.1.2","34","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835520","11.3.1.3","20100","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835521","11.3.1.4","37","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835522","11.3.1.5","19000","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835523","11.3.2.1","28","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835524","11.3.2.2","37","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835525","11.3.2.3","20400","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835526","11.3.2.4","31","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835527","11.3.2.5","18100","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835528","11.3.3.1","15","","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835529","11.3.3.2","9","E","","","0"
"2000","British Columbia","2016A000259","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835530","11.3.3.3","10500","","","","0"
